Id,Start time,Completion time,Email,Name,What is your age group?,What is your occupation?,How often do you use the internet for work or personal activities?,Which devices do you use regularly?,How would you rate your cybersecurity knowledge based on your experience and security habits?.Rate your cybersecurity knowledge.,Which of the following is the most secure way to create a password?,"Have you ever been a victim of a cyber threat (e.g., phishing, hacked account, identity theft)?",If you choose yes above: What type of cyber threat did you experience?,Which of the following do you think are cybersecurity threats?,How have you learned about Cyber Security?,How do you typically create your passwords?,How often do you update your passwords?,"If you don’t update passwords regularly, why not?",Do you enable Two-Factor Authentication (2FA) on any accounts for extra security?,"If you receive a suspicious email, what is your first reaction?",How often do you read privacy policies before accepting them?,"If a pop-up warns you about a security risk, what would you do?",What are the main reasons people fall for cyber scams?,Why do you think people fall for cyber scams?,What makes you trust a website or online service?,Did you know AI tools can analyze cybersecurity risks?,"Would you use an AI-powered assistant to explain cybersecurity threats in simple terms? 
","Have you ever used AI tools (e.g., ChatGPT, Gemini, DeepSeek) for cybersecurity advice?","What concerns, if any, do you have about AI for Cyber Security?","If an AI could help you improve your cybersecurity knowledge, how would you like it to assist you?",What is the biggest challenge in learning cybersecurity?,Would you like to be updated on the results of this project?,Please enter your email if you’d like to receive updates.,"Is there anything missing from this survey or anything you would like to add about cybersecurity awareness? 
"
94,3/5/2025 12:51,3/5/2025 13:13,anonymous,,Under 18,Student,Daily,Laptop;Tablet,Some ,Using a password manager to generate and store unique passwords.,No,,All of the above,Some blogs and THM/HTB academy,Use a password manager,Only when required,Takes too much time,Yes,Report it;Verify sender details before taking action,Sometimes,Read carefully before taking action;Google the warning for more info,Scammers are getting more convincing;They trust emails or messages that seem urgent;They don’t recognize the scam,,,Yes,Maybe,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could collect too much personal data;AI could be biased and not work equally for everyone;AI replacing human cybersecurity experts,"Step-by-step guides;Quick answers to security questions;Cybersecurity challenges or mini-games to learn security skills. ;Real-time alerts for security threats (e.g., phishing, data breaches); Hands-on simulations (e.g., recognizing phishing emails in real-time)",No time and other projects,Yes,,
95,3/5/2025 13:20,3/5/2025 13:29,anonymous,,Under 18,Student,Daily,Desktop computer,Some ,Using a password manager to generate and store unique passwords.,Yes,Phishing,All of the above,"Online courses (YouTube, Udemy, etc.)",Use a password manager,Never,I don’t think it’s necessary,Yes,Report it;Verify sender details before taking action,Never,Read carefully before taking action;Google the warning for more info,They are in a rush and don’t double-check;They don’t recognize the scam;Scammers are getting more convincing,,,No,Maybe,Yes, AI might make mistakes and misidentify threats,"Step-by-step guides; Hands-on simulations (e.g., recognizing phishing emails in real-time)",lazy and social media distraction,Yes,,a bit long
96,3/5/2025 14:22,3/5/2025 14:24,anonymous,,25-34,"Creative Industry (Design, Writing, Arts)",Daily,Smartphone;Laptop,Basic ,Using a password manager to generate and store unique passwords.,Yes,Data breach,All of the above,"Formal training at work or school;Social media (TikTok, Twitter, Instagram, etc.);News & articles",Reuse passwords across accounts;Use a password manager;Use simple/easy-to-remember passwords,Only when required,I don’t think it’s necessary,Yes,Report it;Verify sender details before taking action;Ignore it,Rarely,Close it immediately,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They don’t think cybersecurity is important;They trust emails or messages that seem urgent,,,No,No,No, AI might make mistakes and misidentify threats;AI could collect too much personal data;AI could be biased and not work equally for everyone;AI replacing human cybersecurity experts;AI won’t be useful—I’d rather rely on my own judgment,N/A,Cyber Security is too technical and complex,No,,
97,3/5/2025 14:42,3/5/2025 14:46,anonymous,,45-54,Self-employed,Daily,Smartphone,Basic ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",Yes,Hacked account,Phishing,News & articles,Create unique passwords for each account,Only when required,I don’t think it’s necessary,Yes,Ignore it,Never,Close it immediately,They don’t recognize the scam,,,Yes,Yes,No,"No concerns, I fully trust AI",Step-by-step guides,I don’t see why it’s important to me,No,,
98,3/5/2025 14:41,3/5/2025 14:47,anonymous,,45-54,Education,Daily,Tablet;Laptop;Smartphone,Basic ,Using a password manager to generate and store unique passwords.,Yes,Phishing,All of the above,Formal training at work or school,Use a password manager;Reuse passwords across accounts,Only when required,Too difficult to remember new passwords,No,Report it,Rarely,Close it immediately,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important,,,No,"Yes, but only if it’s interactive","I’ve used AI, but not for cybersecurity",AI could collect too much personal data;AI could be biased and not work equally for everyone," Hands-on simulations (e.g., recognizing phishing emails in real-time);Short educational videos explaining security concepts;Quick answers to security questions",Online resources are too boring or hard to understand,Yes,,
99,3/5/2025 14:58,3/5/2025 15:02,anonymous,,18-24,IT/Cybersecurity professional,Daily,Smartphone;Laptop,Good ,Using a password manager to generate and store unique passwords.,No,,All of the above,"Formal training at work or school;Online courses (YouTube, Udemy, etc.);Social media (TikTok, Twitter, Instagram, etc.)",Use a password manager;Create unique passwords for each account,Only when required,"I use a password manager, so I don’t need to",Yes,Verify sender details before taking action;Report it;Ignore it,Sometimes,Read carefully before taking action;Google the warning for more info,They don’t recognize the scam;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Yes,Yes, AI might make mistakes and misidentify threats;AI could be biased and not work equally for everyone;AI could collect too much personal data,"Step-by-step guides;Real-time alerts for security threats (e.g., phishing, data breaches); Hands-on simulations (e.g., recognizing phishing emails in real-time);Short educational videos explaining security concepts",I learn best through interactive learning,Yes,,
100,3/5/2025 14:47,3/5/2025 15:11,anonymous,,55-64,Education,Daily,"Smartphone;Laptop;Desktop computer;Tablet;Smart home devices (Alexa, Google Home, etc.)",Good ,Using a password manager to generate and store unique passwords.,Yes,Phishing,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,Formal training at work or school,Create unique passwords for each account,Only when required,"I use a password manager, so I don’t need to",Yes,Verify sender details before taking action,Sometimes,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing,,,No,No,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could collect too much personal data,"Real-time alerts for security threats (e.g., phishing, data breaches);Quick answers to security questions",I don’t have time to learn,No,,
101,3/5/2025 15:46,3/5/2025 15:54,anonymous,,35-44,IT/Cybersecurity professional,Daily,"Smartphone;Laptop;Desktop computer;Smart home devices (Alexa, Google Home, etc.)",Some ,Using a password manager to generate and store unique passwords.,No,,Phishing;Ransomware;Public WiFi risks;All of the above;AI-driven cyber attacks;Weak passwords,"Formal training at work or school;Online courses (YouTube, Udemy, etc.)",Use a password manager;Create unique passwords for each account,Only when required,Takes too much time,Yes,Ignore it,Rarely,Google the warning for more info,They don’t recognize the scam;They don’t think cybersecurity is important;They are in a rush and don’t double-check,,,Yes,Yes,Yes, AI might make mistakes and misidentify threats,"Step-by-step guides;Real-time alerts for security threats (e.g., phishing, data breaches);Cybersecurity challenges or mini-games to learn security skills. ; Hands-on simulations (e.g., recognizing phishing emails in real-time);Quick answers to security questions",Online resources are too boring or hard to understand,Yes,,no it's fine.
102,3/5/2025 15:50,3/5/2025 16:02,anonymous,,45-54,Healthcare,Daily,Smartphone;Desktop computer;Tablet,Some ,Using a password manager to generate and store unique passwords.,Yes,Hacked account;Data breach,All of the above,Formal training at work or school;News & articles,Reuse passwords across accounts,Only when required,I forget to update my passwords,Yes,Verify sender details before taking action,Sometimes,Read carefully before taking action,They don’t recognize the scam;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Yes,No,AI replacing human cybersecurity experts,"Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches)",Online resources are too boring or hard to understand,No,,
103,3/5/2025 16:23,3/5/2025 16:30,anonymous,,25-34,airport operations,A few times a week,Smartphone;Desktop computer;Laptop;Tablet,Basic ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",Yes,Phishing;Hacked account;Ransomware,All of the above,"Online courses (YouTube, Udemy, etc.);Formal training at work or school",Create unique passwords for each account,Only when required,I forget to update my passwords,Yes,Report it,Rarely,Close it immediately,They trust emails or messages that seem urgent,,,No,Yes,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats,"Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches);Short educational videos explaining security concepts",Online resources are too boring or hard to understand,Yes,,
104,3/5/2025 16:25,3/5/2025 16:31,anonymous,,55-64,Flight attendant ,Daily,Smartphone;Laptop;Desktop computer;Tablet,Basic ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",No,,Phishing;Ransomware;All of the above;AI-driven cyber attacks;Weak passwords;Public WiFi risks,Formal training at work or school,Reuse passwords across accounts,Only when required,I forget to update my passwords,Yes,Verify sender details before taking action,Always,Read carefully before taking action,They are in a rush and don’t double-check,,,No,Maybe,No, AI might make mistakes and misidentify threats,Quick answers to security questions,Cyber Security is too technical and complex,Yes,,No
105,3/5/2025 17:04,3/5/2025 17:09,anonymous,,25-34,Law/Legal Services,Daily,Smartphone;Desktop computer,Good ,Using a password manager to generate and store unique passwords.,No,,All of the above,I don’t actively learn about cybersecurity,Create unique passwords for each account,Never,Too difficult to remember new passwords,Yes,Depends on the sender,Never,Close it immediately,They don’t recognize the scam,,,Yes,Maybe,"I’ve used AI, but not for cybersecurity",AI could collect too much personal data,Short educational videos explaining security concepts,I think I already know enough,No,,
106,3/5/2025 17:22,3/5/2025 17:31,anonymous,,25-34,Retail/Hospitality,Daily,Laptop;Smartphone,Basic ,Using a password manager to generate and store unique passwords.,Not sure,,All of the above,I don’t actively learn about cybersecurity,Create unique passwords for each account,Only when required,Too difficult to remember new passwords,No,Report it,Sometimes,Read carefully before taking action,Scammers are getting more convincing;They are in a rush and don’t double-check;They don’t recognize the scam,,,No,Maybe,No,AI could collect too much personal data,"Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches); Hands-on simulations (e.g., recognizing phishing emails in real-time)",Never thought of it as an urgent priority.,No,,
